Timestamp,Value
1709098981062 ,-160
1709098981071 ,-160
1709098981084 ,-160
1709098981101 ,-160
1709098981119 ,-160
1709098981135 ,-160
1709098981152 ,-160
1709098981169 ,-160
1709098981187 ,-160
1709098981203 ,-160
1709098981219 ,-160
1709098981237 ,-142
1709098981254 ,-137
1709098981269 ,-138
1709098981286 ,-131
1709098981303 ,-139
1709098981321 ,-139
1709098981336 ,-135
1709098981352 ,-134
1709098981369 ,-128
1709098981386 ,-129
1709098981401 ,-126
1709098981419 ,-130
1709098981435 ,-128
1709098981453 ,-130
1709098981468 ,-127
1709098981486 ,-130
1709098981502 ,-129
1709098981520 ,-127
1709098981536 ,-129
1709098981553 ,-130
1709098981570 ,-126
1709098981586 ,-127
1709098981603 ,-129
1709098981620 ,-132
1709098981636 ,-131
1709098981654 ,-125
1709098981670 ,-125
1709098981687 ,-125
1709098981703 ,-128
1709098981721 ,-129
1709098981737 ,-122
1709098981754 ,-124
1709098981770 ,-128
1709098981787 ,-121
1709098981804 ,-133
1709098981823 ,-130
1709098981840 ,-131
1709098981857 ,-125
1709098981872 ,-123
1709098981889 ,-127
1709098981906 ,-130
1709098981924 ,-129
1709098981940 ,-127
1709098981956 ,-130
1709098981972 ,-125
1709098981991 ,-126
1709098982006 ,-128
1709098982022 ,-120
1709098982040 ,-124
1709098982057 ,-125
1709098982073 ,-125
1709098982089 ,-124
1709098982107 ,-117
1709098982124 ,-128
1709098982140 ,-128
1709098982174 ,-52
1709098982192 ,-61
1709098982207 ,-64
1709098982224 ,-71
1709098982241 ,-81
1709098982259 ,-88
1709098982273 ,-84
1709098982291 ,-92
1709098982308 ,-100
1709098982324 ,-103
1709098982341 ,-100
1709098982358 ,-108
1709098982374 ,-110
1709098982392 ,-114
1709098982408 ,-112
1709098982424 ,-118
1709098982441 ,-115
1709098982459 ,-122
1709098982474 ,-125
1709098982491 ,-123
1709098982507 ,-123
1709098982525 ,-123
1709098982541 ,-121
1709098982558 ,-123
1709098982575 ,-134
1709098982593 ,-127
1709098982609 ,-129
1709098982625 ,-128
1709098982642 ,-124
1709098982659 ,-119
1709098982675 ,-128
1709098982692 ,-29
1709098982708 ,-89
1709098982726 ,-25
1709098982744 ,-1
1709098982757 ,-60
1709098982774 ,-76
1709098982792 ,-78
1709098982808 ,-81
1709098982825 ,-87
1709098982844 ,-97
1709098982859 ,-101
1709098982875 ,-110
1709098982892 ,-103
1709098982909 ,-113
1709098982927 ,-116
1709098982943 ,-117
1709098982959 ,-118
1709098982975 ,-127
1709098982992 ,-124
1709098983009 ,-122
1709098983026 ,-127
1709098983042 ,-130
1709098983061 ,-129
1709098983077 ,-125
1709098983094 ,-127
1709098983111 ,-129
1709098983128 ,-126
1709098983143 ,-122
1709098983158 ,-121
1709098983176 ,-129
1709098983194 ,-129
1709098983209 ,-128
1709098983227 ,-127
1709098983243 ,-97
1709098983261 ,-125
1709098983277 ,-116
1709098983295 ,-1
1709098983310 ,-34
1709098983328 ,-56
1709098983344 ,-58
1709098983360 ,-66
1709098983377 ,-72
1709098983395 ,-77
1709098983411 ,-79
1709098983428 ,-92
1709098983444 ,-95
1709098983462 ,-96
1709098983478 ,-99
1709098983495 ,-108
1709098983511 ,-105
1709098983529 ,-109
1709098983544 ,-110
1709098983561 ,-114
1709098983578 ,-116
1709098983596 ,-115
1709098983612 ,-116
1709098983628 ,-119
1709098983645 ,-116
1709098983663 ,-118
1709098983679 ,-122
1709098983695 ,-124
1709098983711 ,-125
1709098983729 ,-125
1709098983745 ,-124
1709098983762 ,-128
1709098983779 ,-129
1709098983796 ,-133
1709098983813 ,-125
1709098983830 ,-127
1709098983846 ,-123
1709098983863 ,-128
1709098983879 ,-129
1709098983896 ,-128
1709098983912 ,-132
1709098983930 ,-10
1709098983946 ,-1
1709098983963 ,-50
1709098983980 ,-57
1709098983997 ,-60
1709098984013 ,-61
1709098984030 ,-72
1709098984046 ,-73
1709098984064 ,-81
1709098984079 ,-87
1709098984097 ,-93
1709098984114 ,-96
1709098984131 ,-86
1709098984147 ,-89
1709098984164 ,-90
1709098984179 ,-105
1709098984198 ,-106
1709098984213 ,-107
1709098984229 ,-113
1709098984246 ,-114
1709098984262 ,-121
1709098984278 ,-125
1709098984295 ,-125
1709098984311 ,-123
1709098984329 ,-122
1709098984345 ,-122
1709098984362 ,-124
1709098984378 ,-127
1709098984396 ,-130
1709098984412 ,-127
1709098984429 ,-127
1709098984445 ,-119
1709098984463 ,-160
1709098984479 ,-120
1709098984495 ,-116
1709098984512 ,-117
1709098984530 ,-116
1709098984546 ,-121
1709098984562 ,-124
1709098984579 ,-122
1709098984597 ,-127
1709098984611 ,-128
1709098984630 ,-124
1709098984646 ,-124
1709098984664 ,-126
1709098984680 ,-129
1709098984700 ,-110
1709098984714 ,-120
1709098984731 ,-131
1709098984747 ,-132
1709098984764 ,-135
1709098984781 ,-130
1709098984798 ,-132
1709098984814 ,-128
1709098984831 ,-134
1709098984848 ,-132
1709098984865 ,-133
1709098984881 ,-130
1709098984898 ,-137
1709098984915 ,-136
1709098984933 ,-130
1709098984948 ,-125
1709098984965 ,-130
1709098984982 ,-133
1709098985000 ,-130
1709098985016 ,-135
1709098985032 ,-136
1709098985047 ,-136
1709098985067 ,-131
1709098985083 ,-134
1709098985099 ,-134
1709098985116 ,-131
1709098985132 ,-139
1709098985149 ,-130
1709098985165 ,-134
1709098985182 ,-120
1709098985200 ,-2
1709098985233 ,-8
1709098985249 ,-7
1709098985267 ,-15
1709098985283 ,-11
1709098985299 ,-8
1709098985317 ,-5
1709098985335 ,-2
1709098985350 ,-1
1709098985367 ,-3
1709098985382 ,-4
1709098985401 ,-3
1709098985416 ,-10
1709098985433 ,-19
1709098985450 ,-35
1709098985468 ,-30
1709098985483 ,-37
1709098985500 ,-37
1709098985517 ,-39
1709098985535 ,-37
1709098985550 ,-57
1709098985568 ,-160
1709098985584 ,-62
1709098985602 ,-71
1709098985616 ,-71
1709098985634 ,-80
1709098985651 ,-72
1709098985668 ,-67
1709098985684 ,-72
1709098985701 ,-90
1709098985718 ,-111
1709098985735 ,-125
1709098985751 ,-119
1709098985768 ,-125
1709098985784 ,-124
1709098985802 ,-132
1709098985818 ,-127
1709098985835 ,-128
1709098985852 ,-130
1709098985868 ,-129
1709098985885 ,-133
1709098985901 ,-130
1709098985917 ,-130
1709098985936 ,-134
1709098985952 ,-132
1709098985969 ,-134
1709098985986 ,-135
1709098986003 ,-122
1709098986019 ,-122
1709098986035 ,-39
1709098986052 ,-4
1709098986085 ,-12
1709098986102 ,-15
1709098986119 ,-14
1709098986135 ,-15
1709098986154 ,-14
1709098986170 ,-8
1709098986186 ,-3
1709098986203 ,-1
1709098986221 ,-3
1709098986236 ,-5
1709098986253 ,-14
1709098986270 ,-14
1709098986287 ,-14
1709098986303 ,-14
1709098986321 ,-19
1709098986337 ,-35
1709098986354 ,-30
1709098986369 ,-35
1709098986386 ,-36
1709098986403 ,-42
1709098986421 ,-46
1709098986438 ,-55
1709098986453 ,-57
1709098986471 ,-60
1709098986488 ,-63
1709098986504 ,-66
1709098986521 ,-75
1709098986537 ,-83
1709098986555 ,-69
1709098986571 ,-75
1709098986586 ,-72
1709098986603 ,-75
1709098986621 ,-78
1709098986637 ,-97
1709098986654 ,-78
1709098986671 ,-90
1709098986689 ,-92
1709098986704 ,-111
1709098986722 ,-104
1709098986738 ,-116
1709098986755 ,-123
1709098986771 ,-129
1709098986787 ,-128
1709098986804 ,-121
1709098986823 ,-132
1709098986838 ,-114
1709098986855 ,-123
1709098986872 ,-130
1709098986890 ,-129
1709098986905 ,-128
1709098986922 ,-133
1709098986939 ,-130
1709098986956 ,-136
1709098986972 ,-132
1709098986988 ,-132
1709098987005 ,-132
1709098987024 ,-130
1709098987039 ,-131
1709098987054 ,-133
1709098987072 ,-113
1709098987090 ,-115
1709098987106 ,-118
1709098987123 ,-116
1709098987140 ,-127
1709098987158 ,-123
1709098987173 ,-126
1709098987190 ,-132
1709098987206 ,-132
1709098987224 ,-126
1709098987240 ,-132
1709098987257 ,-122
1709098987273 ,-120
1709098987294 ,-127
1709098987305 ,-127
1709098987323 ,-125
1709098987340 ,-131
1709098987357 ,-124
1709098987374 ,-128
1709098987391 ,-128
1709098987406 ,-133
1709098987425 ,-127
1709098987440 ,-127
1709098987456 ,-131
1709098987474 ,-130
1709098987492 ,-126
1709098987507 ,-135
1709098987524 ,-131
1709098987541 ,-134
1709098987559 ,-133
1709098987574 ,-132
1709098987590 ,-128
1709098987607 ,-127
1709098987625 ,-133
1709098987639 ,-135
1709098987656 ,-129
1709098987674 ,-131
1709098987691 ,-129
1709098987707 ,-126
1709098987723 ,-128
1709098987742 ,-133
1709098987758 ,-132
1709098987773 ,-69
1709098987789 ,-81
1709098987806 ,-99
